case:concept:name,concept:name,start_timestamp,time:timestamp
51,transport_to_track_1,start,21:28:50
51,transport_to_track_1,end,21:28:50
51,transport_to_cell_1,start,21:28:50
51,transport_to_cell_1,end,21:28:55
51,operation_on_cell_1,start,21:28:55
51,operation_on_cell_1,end,21:29:00
51,transport_to_cell_2,start,21:29:00
51,transport_to_cell_2,end,21:29:05
51,operation_on_cell_2,start,21:29:05
51,operation_on_cell_2,end,21:29:10
51,transport_to_track_2,start,21:29:10
51,transport_to_track_2,end,21:29:10
52,transport_to_track_1,start,21:29:10
52,transport_to_track_1,end,21:29:10
52,transport_to_cell_1,start,21:29:10
52,transport_to_cell_1,end,21:29:15
52,operation_on_cell_1,start,21:29:15
52,operation_on_cell_1,end,21:29:20
52,transport_to_cell_2,start,21:29:20
52,transport_to_cell_2,end,21:29:25
52,operation_on_cell_2,start,21:29:25
52,operation_on_cell_2,end,21:29:35
52,transport_to_track_2,start,21:29:35
52,transport_to_track_2,end,21:29:45
53,transport_to_track_1,start,21:29:45
53,transport_to_track_1,end,21:29:50
53,transport_to_cell_1,start,21:29:50
53,transport_to_cell_1,end,21:29:55
53,operation_on_cell_1,start,21:29:55
53,operation_on_cell_1,end,21:30:00
53,transport_to_cell_2,start,21:30:00
53,transport_to_cell_2,end,21:30:00
53,operation_on_cell_2,start,21:30:00
53,operation_on_cell_2,end,21:30:00
53,transport_to_track_2,start,21:30:00
53,transport_to_track_2,end,21:30:05
54,transport_to_track_1,start,21:30:05
54,transport_to_track_1,end,21:30:15
54,transport_to_cell_1,start,21:30:15
54,transport_to_cell_1,end,21:30:15
54,operation_on_cell_1,start,21:30:15
54,operation_on_cell_1,end,21:30:15
54,transport_to_cell_2,start,21:30:15
54,transport_to_cell_2,end,21:30:35
54,operation_on_cell_2,start,21:30:35
54,operation_on_cell_2,end,21:30:35
54,transport_to_track_2,start,21:30:35
54,transport_to_track_2,end,21:30:50
55,transport_to_track_1,start,21:30:50
55,transport_to_track_1,end,21:30:50
55,transport_to_cell_1,start,21:30:50
55,transport_to_cell_1,end,21:30:50
55,operation_on_cell_1,start,21:30:50
55,operation_on_cell_1,end,21:31:00
55,transport_to_cell_2,start,21:31:00
55,transport_to_cell_2,end,21:31:00
55,operation_on_cell_2,start,21:31:00
55,operation_on_cell_2,end,21:31:05
55,transport_to_track_2,start,21:31:05
55,transport_to_track_2,end,21:31:10
56,transport_to_track_1,start,21:31:10
56,transport_to_track_1,end,21:31:21
56,transport_to_cell_1,start,21:31:21
56,transport_to_cell_1,end,21:31:21
56,operation_on_cell_1,start,21:31:21
56,operation_on_cell_1,end,21:31:21
56,transport_to_cell_2,start,21:31:21
56,transport_to_cell_2,end,21:31:26
56,operation_on_cell_2,start,21:31:26
56,operation_on_cell_2,end,21:31:31
56,transport_to_track_2,start,21:31:31
56,transport_to_track_2,end,21:31:31
57,transport_to_track_1,start,21:31:31
57,transport_to_track_1,end,21:31:31
57,transport_to_cell_1,start,21:31:31
57,transport_to_cell_1,end,21:31:36
57,operation_on_cell_1,start,21:31:36
57,operation_on_cell_1,end,21:31:51
57,transport_to_cell_2,start,21:31:51
57,transport_to_cell_2,end,21:32:06
57,operation_on_cell_2,start,21:32:06
57,operation_on_cell_2,end,21:32:11
57,transport_to_track_2,start,21:32:11
57,transport_to_track_2,end,21:32:16
58,transport_to_track_1,start,21:32:16
58,transport_to_track_1,end,21:32:21
58,transport_to_cell_1,start,21:32:21
58,transport_to_cell_1,end,21:32:21
58,operation_on_cell_1,start,21:32:21
58,operation_on_cell_1,end,21:32:21
58,transport_to_cell_2,start,21:32:21
58,transport_to_cell_2,end,21:32:21
58,operation_on_cell_2,start,21:32:21
58,operation_on_cell_2,end,21:32:26
58,transport_to_track_2,start,21:32:26
58,transport_to_track_2,end,21:32:31
59,transport_to_track_1,start,21:32:31
59,transport_to_track_1,end,21:32:36
59,transport_to_cell_1,start,21:32:36
59,transport_to_cell_1,end,21:32:46
59,operation_on_cell_1,start,21:32:46
59,operation_on_cell_1,end,21:32:46
59,transport_to_cell_2,start,21:32:46
59,transport_to_cell_2,end,21:32:46
59,operation_on_cell_2,start,21:32:46
59,operation_on_cell_2,end,21:32:56
59,transport_to_track_2,start,21:32:56
59,transport_to_track_2,end,21:33:01
60,transport_to_track_1,start,21:33:01
60,transport_to_track_1,end,21:33:01
60,transport_to_cell_1,start,21:33:01
60,transport_to_cell_1,end,21:33:11
60,operation_on_cell_1,start,21:33:11
60,operation_on_cell_1,end,21:33:11
60,transport_to_cell_2,start,21:33:11
60,transport_to_cell_2,end,21:33:11
60,operation_on_cell_2,start,21:33:11
60,operation_on_cell_2,end,21:33:21
60,transport_to_track_2,start,21:33:21
60,transport_to_track_2,end,21:33:31
61,transport_to_track_1,start,21:33:31
61,transport_to_track_1,end,21:33:31
61,transport_to_cell_1,start,21:33:31
61,transport_to_cell_1,end,21:33:31
61,operation_on_cell_1,start,21:33:31
61,operation_on_cell_1,end,21:33:31
61,transport_to_cell_2,start,21:33:31
61,transport_to_cell_2,end,21:33:36
61,operation_on_cell_2,start,21:33:36
61,operation_on_cell_2,end,21:33:51
61,transport_to_track_2,start,21:33:51
61,transport_to_track_2,end,21:33:56
62,transport_to_track_1,start,21:33:56
62,transport_to_track_1,end,21:34:01
62,transport_to_cell_1,start,21:34:01
62,transport_to_cell_1,end,21:34:06
62,operation_on_cell_1,start,21:34:06
62,operation_on_cell_1,end,21:34:11
62,transport_to_cell_2,start,21:34:11
62,transport_to_cell_2,end,21:34:16
62,operation_on_cell_2,start,21:34:16
62,operation_on_cell_2,end,21:34:16
62,transport_to_track_2,start,21:34:16
62,transport_to_track_2,end,21:34:21
63,transport_to_track_1,start,21:34:21
63,transport_to_track_1,end,21:34:31
63,transport_to_cell_1,start,21:34:31
63,transport_to_cell_1,end,21:34:31
63,operation_on_cell_1,start,21:34:31
63,operation_on_cell_1,end,21:34:46
63,transport_to_cell_2,start,21:34:46
63,transport_to_cell_2,end,21:34:51
63,operation_on_cell_2,start,21:34:51
63,operation_on_cell_2,end,21:35:01
63,transport_to_track_2,start,21:35:01
63,transport_to_track_2,end,21:35:06
64,transport_to_track_1,start,21:35:06
64,transport_to_track_1,end,21:35:06
64,transport_to_cell_1,start,21:35:06
64,transport_to_cell_1,end,21:35:06
64,operation_on_cell_1,start,21:35:06
64,operation_on_cell_1,end,21:35:16
64,transport_to_cell_2,start,21:35:16
64,transport_to_cell_2,end,21:35:16
64,operation_on_cell_2,start,21:35:16
64,operation_on_cell_2,end,21:35:31
64,transport_to_track_2,start,21:35:31
64,transport_to_track_2,end,21:35:36
65,transport_to_track_1,start,21:35:36
65,transport_to_track_1,end,21:35:56
65,transport_to_cell_1,start,21:35:56
65,transport_to_cell_1,end,21:36:01
65,operation_on_cell_1,start,21:36:01
65,operation_on_cell_1,end,21:36:01
65,transport_to_cell_2,start,21:36:01
65,transport_to_cell_2,end,21:36:01
65,operation_on_cell_2,start,21:36:01
65,operation_on_cell_2,end,21:36:01
65,transport_to_track_2,start,21:36:01
65,transport_to_track_2,end,21:36:01
66,transport_to_track_1,start,21:36:01
66,transport_to_track_1,end,21:36:01
66,transport_to_cell_1,start,21:36:01
66,transport_to_cell_1,end,21:36:01
66,operation_on_cell_1,start,21:36:01
66,operation_on_cell_1,end,21:36:01
66,transport_to_cell_2,start,21:36:01
66,transport_to_cell_2,end,21:36:01
66,operation_on_cell_2,start,21:36:01
66,operation_on_cell_2,end,21:36:01
66,transport_to_track_2,start,21:36:01
66,transport_to_track_2,end,21:36:01
67,transport_to_track_1,start,21:36:01
67,transport_to_track_1,end,21:36:06
67,transport_to_cell_1,start,21:36:06
67,transport_to_cell_1,end,21:36:16
67,operation_on_cell_1,start,21:36:16
67,operation_on_cell_1,end,21:36:21
67,transport_to_cell_2,start,21:36:21
67,transport_to_cell_2,end,21:36:21
67,operation_on_cell_2,start,21:36:21
67,operation_on_cell_2,end,21:36:36
67,transport_to_track_2,start,21:36:36
67,transport_to_track_2,end,21:36:36
68,transport_to_track_1,start,21:36:36
68,transport_to_track_1,end,21:36:41
68,transport_to_cell_1,start,21:36:41
68,transport_to_cell_1,end,21:36:41
68,operation_on_cell_1,start,21:36:41
68,operation_on_cell_1,end,21:36:46
68,transport_to_cell_2,start,21:36:46
68,transport_to_cell_2,end,21:36:56
68,operation_on_cell_2,start,21:36:56
68,operation_on_cell_2,end,21:36:56
68,transport_to_track_2,start,21:36:56
68,transport_to_track_2,end,21:37:01
69,transport_to_track_1,start,21:37:01
69,transport_to_track_1,end,21:37:16
69,transport_to_cell_1,start,21:37:16
69,transport_to_cell_1,end,21:37:21
69,operation_on_cell_1,start,21:37:21
69,operation_on_cell_1,end,21:37:21
69,transport_to_cell_2,start,21:37:21
69,transport_to_cell_2,end,21:37:21
69,operation_on_cell_2,start,21:37:21
69,operation_on_cell_2,end,21:37:21
69,transport_to_track_2,start,21:37:21
69,transport_to_track_2,end,21:37:31
70,transport_to_track_1,start,21:37:31
70,transport_to_track_1,end,21:37:46
70,transport_to_cell_1,start,21:37:46
70,transport_to_cell_1,end,21:37:51
70,operation_on_cell_1,start,21:37:51
70,operation_on_cell_1,end,21:37:51
70,transport_to_cell_2,start,21:37:51
70,transport_to_cell_2,end,21:37:56
70,operation_on_cell_2,start,21:37:56
70,operation_on_cell_2,end,21:38:06
70,transport_to_track_2,start,21:38:06
70,transport_to_track_2,end,21:38:06
71,transport_to_track_1,start,21:38:06
71,transport_to_track_1,end,21:38:11
71,transport_to_cell_1,start,21:38:11
71,transport_to_cell_1,end,21:38:11
71,operation_on_cell_1,start,21:38:11
71,operation_on_cell_1,end,21:38:11
71,transport_to_cell_2,start,21:38:11
71,transport_to_cell_2,end,21:38:11
71,operation_on_cell_2,start,21:38:11
71,operation_on_cell_2,end,21:38:11
71,transport_to_track_2,start,21:38:11
71,transport_to_track_2,end,21:38:16
72,transport_to_track_1,start,21:38:16
72,transport_to_track_1,end,21:38:21
72,transport_to_cell_1,start,21:38:21
72,transport_to_cell_1,end,21:38:21
72,operation_on_cell_1,start,21:38:21
72,operation_on_cell_1,end,21:38:26
72,transport_to_cell_2,start,21:38:26
72,transport_to_cell_2,end,21:38:26
72,operation_on_cell_2,start,21:38:26
72,operation_on_cell_2,end,21:38:31
72,transport_to_track_2,start,21:38:31
72,transport_to_track_2,end,21:38:41
73,transport_to_track_1,start,21:38:41
73,transport_to_track_1,end,21:38:41
73,transport_to_cell_1,start,21:38:41
73,transport_to_cell_1,end,21:38:41
73,operation_on_cell_1,start,21:38:41
73,operation_on_cell_1,end,21:38:46
73,transport_to_cell_2,start,21:38:46
73,transport_to_cell_2,end,21:38:51
73,operation_on_cell_2,start,21:38:51
73,operation_on_cell_2,end,21:38:56
73,transport_to_track_2,start,21:38:56
73,transport_to_track_2,end,21:39:11
74,transport_to_track_1,start,21:39:11
74,transport_to_track_1,end,21:39:11
74,transport_to_cell_1,start,21:39:11
74,transport_to_cell_1,end,21:39:11
74,operation_on_cell_1,start,21:39:11
74,operation_on_cell_1,end,21:39:21
74,transport_to_cell_2,start,21:39:21
74,transport_to_cell_2,end,21:39:31
74,operation_on_cell_2,start,21:39:31
74,operation_on_cell_2,end,21:39:31
74,transport_to_track_2,start,21:39:31
74,transport_to_track_2,end,21:39:41
75,transport_to_track_1,start,21:39:41
75,transport_to_track_1,end,21:39:51
75,transport_to_cell_1,start,21:39:51
75,transport_to_cell_1,end,21:39:51
75,operation_on_cell_1,start,21:39:51
75,operation_on_cell_1,end,21:39:51
75,transport_to_cell_2,start,21:39:51
75,transport_to_cell_2,end,21:39:56
75,operation_on_cell_2,start,21:39:56
75,operation_on_cell_2,end,21:40:06
75,transport_to_track_2,start,21:40:06
75,transport_to_track_2,end,21:40:11
76,transport_to_track_1,start,21:40:11
76,transport_to_track_1,end,21:40:21
76,transport_to_cell_1,start,21:40:21
76,transport_to_cell_1,end,21:40:31
76,operation_on_cell_1,start,21:40:31
76,operation_on_cell_1,end,21:40:41
76,transport_to_cell_2,start,21:40:41
76,transport_to_cell_2,end,21:40:41
76,operation_on_cell_2,start,21:40:41
76,operation_on_cell_2,end,21:40:41
76,transport_to_track_2,start,21:40:41
76,transport_to_track_2,end,21:40:41
77,transport_to_track_1,start,21:40:41
77,transport_to_track_1,end,21:40:51
77,transport_to_cell_1,start,21:40:51
77,transport_to_cell_1,end,21:40:51
77,operation_on_cell_1,start,21:40:51
77,operation_on_cell_1,end,21:41:01
77,transport_to_cell_2,start,21:41:01
77,transport_to_cell_2,end,21:41:01
77,operation_on_cell_2,start,21:41:01
77,operation_on_cell_2,end,21:41:01
77,transport_to_track_2,start,21:41:01
77,transport_to_track_2,end,21:41:16
78,transport_to_track_1,start,21:41:16
78,transport_to_track_1,end,21:41:21
78,transport_to_cell_1,start,21:41:21
78,transport_to_cell_1,end,21:41:36
78,operation_on_cell_1,start,21:41:36
78,operation_on_cell_1,end,21:41:36
78,transport_to_cell_2,start,21:41:36
78,transport_to_cell_2,end,21:41:36
78,operation_on_cell_2,start,21:41:36
78,operation_on_cell_2,end,21:41:46
78,transport_to_track_2,start,21:41:46
78,transport_to_track_2,end,21:41:51
79,transport_to_track_1,start,21:41:51
79,transport_to_track_1,end,21:41:56
79,transport_to_cell_1,start,21:41:56
79,transport_to_cell_1,end,21:41:56
79,operation_on_cell_1,start,21:41:56
79,operation_on_cell_1,end,21:41:56
79,transport_to_cell_2,start,21:41:56
79,transport_to_cell_2,end,21:42:06
79,operation_on_cell_2,start,21:42:06
79,operation_on_cell_2,end,21:42:06
79,transport_to_track_2,start,21:42:06
79,transport_to_track_2,end,21:42:11
80,transport_to_track_1,start,21:42:11
80,transport_to_track_1,end,21:42:21
80,transport_to_cell_1,start,21:42:21
80,transport_to_cell_1,end,21:42:21
80,operation_on_cell_1,start,21:42:21
80,operation_on_cell_1,end,21:42:21
80,transport_to_cell_2,start,21:42:21
80,transport_to_cell_2,end,21:42:31
80,operation_on_cell_2,start,21:42:31
80,operation_on_cell_2,end,21:42:36
80,transport_to_track_2,start,21:42:36
80,transport_to_track_2,end,21:42:46
81,transport_to_track_1,start,21:42:46
81,transport_to_track_1,end,21:42:51
81,transport_to_cell_1,start,21:42:51
81,transport_to_cell_1,end,21:43:01
81,operation_on_cell_1,start,21:43:01
81,operation_on_cell_1,end,21:43:01
81,transport_to_cell_2,start,21:43:01
81,transport_to_cell_2,end,21:43:01
81,operation_on_cell_2,start,21:43:01
81,operation_on_cell_2,end,21:43:06
81,transport_to_track_2,start,21:43:06
81,transport_to_track_2,end,21:43:21
82,transport_to_track_1,start,21:43:21
82,transport_to_track_1,end,21:43:26
82,transport_to_cell_1,start,21:43:26
82,transport_to_cell_1,end,21:43:31
82,operation_on_cell_1,start,21:43:31
82,operation_on_cell_1,end,21:43:36
82,transport_to_cell_2,start,21:43:36
82,transport_to_cell_2,end,21:43:51
82,operation_on_cell_2,start,21:43:51
82,operation_on_cell_2,end,21:43:56
82,transport_to_track_2,start,21:43:56
82,transport_to_track_2,end,21:43:56
83,transport_to_track_1,start,21:43:56
83,transport_to_track_1,end,21:44:06
83,transport_to_cell_1,start,21:44:06
83,transport_to_cell_1,end,21:44:16
83,operation_on_cell_1,start,21:44:16
83,operation_on_cell_1,end,21:44:16
83,transport_to_cell_2,start,21:44:16
83,transport_to_cell_2,end,21:44:16
83,operation_on_cell_2,start,21:44:16
83,operation_on_cell_2,end,21:44:31
83,transport_to_track_2,start,21:44:31
83,transport_to_track_2,end,21:44:41
84,transport_to_track_1,start,21:44:41
84,transport_to_track_1,end,21:45:06
84,transport_to_cell_1,start,21:45:06
84,transport_to_cell_1,end,21:45:06
84,operation_on_cell_1,start,21:45:06
84,operation_on_cell_1,end,21:45:11
84,transport_to_cell_2,start,21:45:11
84,transport_to_cell_2,end,21:45:16
84,operation_on_cell_2,start,21:45:16
84,operation_on_cell_2,end,21:45:26
84,transport_to_track_2,start,21:45:26
84,transport_to_track_2,end,21:45:31
85,transport_to_track_1,start,21:45:31
85,transport_to_track_1,end,21:45:31
85,transport_to_cell_1,start,21:45:31
85,transport_to_cell_1,end,21:45:31
85,operation_on_cell_1,start,21:45:31
85,operation_on_cell_1,end,21:45:36
85,transport_to_cell_2,start,21:45:36
85,transport_to_cell_2,end,21:45:36
85,operation_on_cell_2,start,21:45:36
85,operation_on_cell_2,end,21:45:36
85,transport_to_track_2,start,21:45:36
85,transport_to_track_2,end,21:45:46
86,transport_to_track_1,start,21:45:46
86,transport_to_track_1,end,21:45:51
86,transport_to_cell_1,start,21:45:51
86,transport_to_cell_1,end,21:45:51
86,operation_on_cell_1,start,21:45:51
86,operation_on_cell_1,end,21:45:57
86,transport_to_cell_2,start,21:45:57
86,transport_to_cell_2,end,21:45:57
86,operation_on_cell_2,start,21:45:57
86,operation_on_cell_2,end,21:46:07
86,transport_to_track_2,start,21:46:07
86,transport_to_track_2,end,21:46:07
87,transport_to_track_1,start,21:46:07
87,transport_to_track_1,end,21:46:12
87,transport_to_cell_1,start,21:46:12
87,transport_to_cell_1,end,21:46:12
87,operation_on_cell_1,start,21:46:12
87,operation_on_cell_1,end,21:46:27
87,transport_to_cell_2,start,21:46:27
87,transport_to_cell_2,end,21:46:27
87,operation_on_cell_2,start,21:46:27
87,operation_on_cell_2,end,21:46:42
87,transport_to_track_2,start,21:46:42
87,transport_to_track_2,end,21:46:42
88,transport_to_track_1,start,21:46:42
88,transport_to_track_1,end,21:47:07
88,transport_to_cell_1,start,21:47:07
88,transport_to_cell_1,end,21:47:12
88,operation_on_cell_1,start,21:47:12
88,operation_on_cell_1,end,21:47:17
88,transport_to_cell_2,start,21:47:17
88,transport_to_cell_2,end,21:47:22
88,operation_on_cell_2,start,21:47:22
88,operation_on_cell_2,end,21:47:22
88,transport_to_track_2,start,21:47:22
88,transport_to_track_2,end,21:47:22
89,transport_to_track_1,start,21:47:22
89,transport_to_track_1,end,21:47:27
89,transport_to_cell_1,start,21:47:27
89,transport_to_cell_1,end,21:47:27
89,operation_on_cell_1,start,21:47:27
89,operation_on_cell_1,end,21:47:42
89,transport_to_cell_2,start,21:47:42
89,transport_to_cell_2,end,21:47:57
89,operation_on_cell_2,start,21:47:57
89,operation_on_cell_2,end,21:47:57
89,transport_to_track_2,start,21:47:57
89,transport_to_track_2,end,21:48:02
90,transport_to_track_1,start,21:48:02
90,transport_to_track_1,end,21:48:07
90,transport_to_cell_1,start,21:48:07
90,transport_to_cell_1,end,21:48:12
90,operation_on_cell_1,start,21:48:12
90,operation_on_cell_1,end,21:48:17
90,transport_to_cell_2,start,21:48:17
90,transport_to_cell_2,end,21:48:22
90,operation_on_cell_2,start,21:48:22
90,operation_on_cell_2,end,21:48:32
90,transport_to_track_2,start,21:48:32
90,transport_to_track_2,end,21:48:37
91,transport_to_track_1,start,21:48:37
91,transport_to_track_1,end,21:48:42
91,transport_to_cell_1,start,21:48:42
91,transport_to_cell_1,end,21:48:47
91,operation_on_cell_1,start,21:48:47
91,operation_on_cell_1,end,21:49:02
91,transport_to_cell_2,start,21:49:02
91,transport_to_cell_2,end,21:49:07
91,operation_on_cell_2,start,21:49:07
91,operation_on_cell_2,end,21:49:07
91,transport_to_track_2,start,21:49:07
91,transport_to_track_2,end,21:49:07
92,transport_to_track_1,start,21:49:07
92,transport_to_track_1,end,21:49:07
92,transport_to_cell_1,start,21:49:07
92,transport_to_cell_1,end,21:49:17
92,operation_on_cell_1,start,21:49:17
92,operation_on_cell_1,end,21:49:17
92,transport_to_cell_2,start,21:49:17
92,transport_to_cell_2,end,21:49:17
92,operation_on_cell_2,start,21:49:17
92,operation_on_cell_2,end,21:49:22
92,transport_to_track_2,start,21:49:22
92,transport_to_track_2,end,21:49:32
93,transport_to_track_1,start,21:49:32
93,transport_to_track_1,end,21:49:37
93,transport_to_cell_1,start,21:49:37
93,transport_to_cell_1,end,21:49:42
93,operation_on_cell_1,start,21:49:42
93,operation_on_cell_1,end,21:49:47
93,transport_to_cell_2,start,21:49:47
93,transport_to_cell_2,end,21:49:52
93,operation_on_cell_2,start,21:49:52
93,operation_on_cell_2,end,21:49:57
93,transport_to_track_2,start,21:49:57
93,transport_to_track_2,end,21:50:02
94,transport_to_track_1,start,21:50:02
94,transport_to_track_1,end,21:50:07
94,transport_to_cell_1,start,21:50:07
94,transport_to_cell_1,end,21:50:07
94,operation_on_cell_1,start,21:50:07
94,operation_on_cell_1,end,21:50:12
94,transport_to_cell_2,start,21:50:12
94,transport_to_cell_2,end,21:50:12
94,operation_on_cell_2,start,21:50:12
94,operation_on_cell_2,end,21:50:27
94,transport_to_track_2,start,21:50:27
94,transport_to_track_2,end,21:50:32
95,transport_to_track_1,start,21:50:32
95,transport_to_track_1,end,21:50:32
95,transport_to_cell_1,start,21:50:32
95,transport_to_cell_1,end,21:50:32
95,operation_on_cell_1,start,21:50:32
95,operation_on_cell_1,end,21:50:37
95,transport_to_cell_2,start,21:50:37
95,transport_to_cell_2,end,21:51:07
95,operation_on_cell_2,start,21:51:07
95,operation_on_cell_2,end,21:51:07
95,transport_to_track_2,start,21:51:07
95,transport_to_track_2,end,21:51:27
96,transport_to_track_1,start,21:51:27
96,transport_to_track_1,end,21:51:32
96,transport_to_cell_1,start,21:51:32
96,transport_to_cell_1,end,21:51:37
96,operation_on_cell_1,start,21:51:37
96,operation_on_cell_1,end,21:51:52
96,transport_to_cell_2,start,21:51:52
96,transport_to_cell_2,end,21:51:57
96,operation_on_cell_2,start,21:51:57
96,operation_on_cell_2,end,21:52:07
96,transport_to_track_2,start,21:52:07
96,transport_to_track_2,end,21:52:22
97,transport_to_track_1,start,21:52:22
97,transport_to_track_1,end,21:52:27
97,transport_to_cell_1,start,21:52:27
97,transport_to_cell_1,end,21:52:37
97,operation_on_cell_1,start,21:52:37
97,operation_on_cell_1,end,21:52:42
97,transport_to_cell_2,start,21:52:42
97,transport_to_cell_2,end,21:52:47
97,operation_on_cell_2,start,21:52:47
97,operation_on_cell_2,end,21:52:52
97,transport_to_track_2,start,21:52:52
97,transport_to_track_2,end,21:52:52
98,transport_to_track_1,start,21:52:52
98,transport_to_track_1,end,21:52:57
98,transport_to_cell_1,start,21:52:57
98,transport_to_cell_1,end,21:52:57
98,operation_on_cell_1,start,21:52:57
98,operation_on_cell_1,end,21:52:57
98,transport_to_cell_2,start,21:52:57
98,transport_to_cell_2,end,21:53:02
98,operation_on_cell_2,start,21:53:02
98,operation_on_cell_2,end,21:53:02
98,transport_to_track_2,start,21:53:02
98,transport_to_track_2,end,21:53:07
99,transport_to_track_1,start,21:53:07
99,transport_to_track_1,end,21:53:12
99,transport_to_cell_1,start,21:53:12
99,transport_to_cell_1,end,21:53:17
99,operation_on_cell_1,start,21:53:17
99,operation_on_cell_1,end,21:53:17
99,transport_to_cell_2,start,21:53:17
99,transport_to_cell_2,end,21:53:22
99,operation_on_cell_2,start,21:53:22
99,operation_on_cell_2,end,21:53:32
99,transport_to_track_2,start,21:53:32
99,transport_to_track_2,end,21:53:37
100,transport_to_track_1,start,22:02:38
100,transport_to_track_1,end,22:02:43
100,transport_to_cell_1,start,22:02:43
100,transport_to_cell_1,end,22:02:43
100,operation_on_cell_1,start,22:02:43
100,operation_on_cell_1,end,22:02:43
100,transport_to_cell_2,start,22:02:43
100,transport_to_cell_2,end,22:02:43
100,operation_on_cell_2,start,22:02:43
100,operation_on_cell_2,end,22:02:53
100,transport_to_track_2,start,22:02:53
100,transport_to_track_2,end,22:03:03
